journal_name,jif,jif_5yr,jif_quartile,category,issn,eissn
European Journal of Developmental Psychology,2.1,2.3,Q3,"PSYCHOLOGY, DEVELOPMENTAL|Q3|51/91",1740-5629,1740-5610
KIDNEY & BLOOD PRESSURE RESEARCH,2.1,2.4,Q2,UROLOGY & NEPHROLOGY|Q2|51/126,1420-4096,1423-0143
PHILOSOPHICAL PSYCHOLOGY,2.1,1.9,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY|Q3|116/218",0951-5089,1465-394X
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,2.1,2.4,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY|Q2|97/218",0036-5564,1467-9450
ARCHIVES OF CLINICAL NEUROPSYCHOLOGY,2.1,2.6,Q2,"PSYCHOLOGY, CLINICAL|Q2|80/180",0887-6177,1873-5843
Australian Journal of Rural Health,2.1,2.1,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|224/403",1038-5282,1440-1584
Italian Journal of Agronomy,2.1,2.3,Q2,AGRONOMY|Q1|25/125,1125-4718,2039-6805
Global Public Health,2.1,2.7,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|177/403",1744-1692,1744-1706
JOURNAL OF CHANGE MANAGEMENT,2.1,3.5,Q3,MANAGEMENT|Q2|177/401,1469-7017,1479-1811
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,2.1,2.3,Q2,PHARMACOLOGY & PHARMACY|Q3|231/354,1080-7683,1557-7732
American Economic Journal-Microeconomics,2.1,2.4,Q2,ECONOMICS|Q2|187/597,1945-7669,1945-7685
AMERICAN JOURNAL OF OCCUPATIONAL THERAPY,2.1,3.0,Q2,REHABILITATION|Q1|40/169,0272-9490,1943-7676
ANIMAL GENETICS,2.1,2.5,Q2,GENETICS & HEREDITY|Q3|130/191,0268-9146,1365-2052
Science of Nature,2.1,2.0,Q2,MULTIDISCIPLINARY SCIENCES|Q2|53/134,0028-1042,1432-1904
Simulation in Healthcare-Journal of the Society for Simulation in Healthcare,2.1,2.7,Q3,HEALTH CARE SCIENCES & SERVICES|Q3|106/174,1559-2332,1559-713X
AMERICAN JOURNAL OF MANAGED CARE,2.1,2.6,Q2,"MEDICINE, GENERAL & INTERNAL|Q1|75/325",1088-0224,N/A
CAMBRIDGE JOURNAL OF ECONOMICS,2.1,2.2,Q2,ECONOMICS|Q2|207/597,0309-166X,1464-3545
Asia Pacific Journal of Public Administration,2.1,2.1,Q2,PUBLIC ADMINISTRATION|Q3|55/91,2327-6665,2327-6673
Canadian Journal of Pain-Revue Canadienne de la Douleur,2.1,2.3,Q3,CLINICAL NEUROLOGY|Q3|170/277,2474-0527,2474-0527
Current Opinion in Anesthesiology,2.1,2.6,Q2,ANESTHESIOLOGY|Q2|22/64,0952-7907,1473-6500
EURASIP Journal on Information Security,2.1,3.0,Q3,"COMPUTER SCIENCE, INFORMATION SYSTEMS|Q2|119/249",2510-523X,2510-523X
International Journal of Orthopaedic and Trauma Nursing,2.1,1.8,Q2,NURSING|Q3|99/191,1878-1241,1878-1292
JMIR Formative Research,2.1,N/A,Q3,MEDICAL INFORMATICS|Q4|36/44,N/A,2561-326X
JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,2.1,2.2,Q2,RESPIRATORY SYSTEM|Q2|50/100,1053-0770,1532-8422
JOURNAL OF FINANCIAL MARKETS,2.1,2.8,Q2,"BUSINESS, FINANCE|Q2|93/231",1386-4181,1878-576X
Journal of Maps,2.1,2.2,Q2,"GEOGRAPHY, PHYSICAL|Q3|34/65",1744-5647,1744-5647
Journal of Physics A-Mathematical and Theoretical,2.1,2.1,Q2,"PHYSICS, MULTIDISCIPLINARY|Q2|47/110",1751-8113,1751-8121
Orthopedic Reviews,2.1,2.3,Q2,ORTHOPEDICS|Q3|82/136,2035-8237,2035-8164
COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY,2.1,2.6,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|239/403",0301-5661,1600-0528
International Journal of Sports Physical Therapy,2.1,2.5,Q2,SPORT SCIENCES|Q3|67/127,2159-2896,2159-2896
JOURNAL OF PALLIATIVE MEDICINE,2.1,2.5,Q3,HEALTH CARE SCIENCES & SERVICES|Q2|83/174,1096-6218,1557-7740
BSGF-Earth Sciences Bulletin,2.1,2.5,Q3,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|98/253",0037-9409,1777-5817
IEEE Journal on Miniaturization for Air and Space Systems,2.1,2.5,Q2,,N/A,2576-3164
Information Development,2.1,2.3,Q2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q2|57/160,0266-6669,1741-6469
Journal of International Society of Preventive and Community Dentistry,2.1,1.7,Q2,"DENTISTRY, ORAL SURGERY & MEDICINE|Q3|95/157",2231-0762,2250-1002
Mathematical and Computational Applications,2.1,1.6,Q2,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q2|47/135",1300-686X,2297-8747
Pharmacoeconomics-Open,2.1,2.0,Q2,PHARMACOLOGY & PHARMACY|Q3|222/354,2509-4262,2509-4254
Action Research,2.1,2.6,Q1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q2|81/263",1476-7503,1741-2617
Advances in Rheumatology,2.1,2.5,Q3,RHEUMATOLOGY|Q3|34/57,2523-3106,2523-3106
APPLIED ECONOMICS,2.1,2.2,Q2,ECONOMICS|Q2|241/597,0003-6846,1466-4283
EURO Journal on Decision Processes,2.1,1.9,Q3,MANAGEMENT|Q3|221/401,2193-9438,2193-9446
Europes Journal of Psychology,2.1,3.5,Q2,"PSYCHOLOGY, MULTIDISCIPLINARY|Q2|97/218",1841-0413,1841-0413
INDUSTRIAL AND COMMERCIAL TRAINING,2.1,2.3,Q3,MANAGEMENT|Q3|251/401,0019-7858,1758-5767
JOURNAL OF APPLIED GEOPHYSICS,2.1,2.3,Q2,MINING & MINERAL PROCESSING|Q2|11/31,0926-9851,1879-1859
JOURNAL OF LOSS & TRAUMA,2.1,2.1,Q3,"PSYCHOLOGY, SOCIAL|Q2|32/76",1532-5024,1532-5032
Occupational Health Science,2.1,2.8,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|273/403",2367-0134,2367-0142
Respiratory Care,2.1,2.4,Q3,RESPIRATORY SYSTEM|Q2|47/100,0020-1324,1943-3654
Scandinavian Journal of Urology,2.1,1.5,Q2,UROLOGY & NEPHROLOGY|Q3|84/126,2168-1805,2168-1813
WIENER KLINISCHE WOCHENSCHRIFT,2.1,2.1,Q2,"MEDICINE, GENERAL & INTERNAL|Q2|104/325",0043-5325,1613-7671
Clocks & Sleep,2.1,2.5,Q3,NEUROSCIENCES|Q3|217/310,N/A,2624-5175
DARU-Journal of Pharmaceutical Sciences,2.1,3.4,Q3,PHARMACOLOGY & PHARMACY|Q3|180/354,N/A,2008-2231
Environmental Economics and Policy Studies,2.1,2.2,Q2,ECONOMICS|Q2|174/597,1432-847X,1867-383X
GROWTH AND CHANGE,2.1,2.9,Q2,REGIONAL & URBAN PLANNING|Q2|16/54,0017-4815,1468-2257
Health Science Reports,2.1,2.1,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|202/403",N/A,2398-8835
NEURAL COMPUTATION,2.1,4.8,Q3,NEUROSCIENCES|Q3|158/310,0899-7667,1530-888X
Population Health Management,2.1,2.6,Q3,HEALTH CARE SCIENCES & SERVICES|Q3|100/174,1942-7891,1942-7905
Diversity-Basel,2.1,2.3,Q2,ECOLOGY|Q3|100/195,N/A,1424-2818
DRUGS IN R&D,2.1,2.5,Q3,PHARMACOLOGY & PHARMACY|Q3|204/354,1174-5886,1179-6901
Journal of Preventive Medicine & Public Health,2.1,N/A,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|134/403",1975-8375,2233-4521
REPRODUCTION FERTILITY AND DEVELOPMENT,2.1,2.0,Q1,ZOOLOGY|Q1|43/180,1031-3613,1448-5990
Accounting Research Journal,2.1,2.5,Q2,"BUSINESS, FINANCE|Q2|81/231",1030-9616,1839-5465
JOURNAL OF COORDINATION CHEMISTRY,2.1,1.7,Q3,"CHEMISTRY, INORGANIC & NUCLEAR|Q3|23/44",0095-8972,1029-0389
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,2.1,2.3,Q2,"MEDICINE, GENERAL & INTERNAL|Q2|96/325",1356-1294,1365-2753
Journal of Spectroscopy,2.1,2.3,Q2,SPECTROSCOPY|Q3|25/44,2314-4920,2314-4939
PSYCHIATRY RESEARCH-NEUROIMAGING,2.1,2.3,Q3,PSYCHIATRY|Q3|148/276,0925-4927,1872-7506
Theoretical and Experimental Plant Physiology,2.1,2.2,Q2,PLANT SCIENCES|Q2|102/265,2197-0025,2197-0025
Tremor and Other Hyperkinetic Movements,2.1,2.2,Q3,CLINICAL NEUROLOGY|Q2|127/277,2160-8288,2160-8288
AMERICAN JOURNAL OF CARDIOLOGY,2.1,2.3,Q3,CARDIAC & CARDIOVASCULAR SYSTEMS|Q2|103/220,0002-9149,1879-1913
ANNALS OF GLACIOLOGY,2.1,2.4,Q3,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|107/253",0260-3055,1727-5644
ANNALS OF REGIONAL SCIENCE,2.1,2.2,Q2,REGIONAL & URBAN PLANNING|Q3|33/54,0570-1864,1432-0592
CANCER CAUSES & CONTROL,2.1,2.4,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q2|189/403",0957-5243,1573-7225
Integrated Pharmacy Research and Practice,2.1,3.1,Q3,PHARMACOLOGY & PHARMACY|Q3|210/354,2230-5254,2230-5254
Journal of the American Academy of Orthopaedic Surgeons Global Research and Reviews,2.1,2.3,Q2,ORTHOPEDICS|Q2|49/136,2474-7661,2474-7661
REVISTA DE SAUDE PUBLICA,2.1,2.5,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|202/403",0034-8910,1518-8787
Self and Identity,2.1,2.5,Q3,"PSYCHOLOGY, SOCIAL|Q3|56/76",1529-8868,1529-8876
AEROSOL SCIENCE AND TECHNOLOGY,2.1,3.0,Q2,METEOROLOGY & ATMOSPHERIC SCIENCES|Q3|56/110,0278-6826,1521-7388
Annals of Work Exposures and Health,2.1,2.1,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|239/403",2398-7308,2398-7316
CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,2.1,2.2,Q2,OBSTETRICS & GYNECOLOGY|Q2|54/136,1040-872X,1473-656X
Indian Journal of Gastroenterology,2.1,2.0,Q3,GASTROENTEROLOGY & HEPATOLOGY|Q3|90/143,0254-8860,0975-0711
JOURNAL OF CHEMICAL NEUROANATOMY,2.1,2.6,Q3,NEUROSCIENCES|Q3|158/310,0891-0618,1873-6300
SAGE Open Medicine,2.1,3.1,Q2,"MEDICINE, GENERAL & INTERNAL|Q2|87/325",2050-3121,2050-3121
VECTOR-BORNE AND ZOONOTIC DISEASES,2.1,2.0,Q2,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|Q3|239/403",1530-3667,1557-7759
ACM Transactions on Applied Perception,2.1,2.5,Q3,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|Q3|71/131",1544-3558,1544-3965
Acta Geophysica,2.1,2.1,Q2,GEOCHEMISTRY & GEOPHYSICS|Q2|45/101,1895-6572,1895-7455
Breast Care,2.1,2.3,Q2,ONCOLOGY|Q3|221/322,1661-3791,1661-3805
JOURNAL OF GEODYNAMICS,2.1,2.1,Q2,GEOCHEMISTRY & GEOPHYSICS|Q2|43/101,0264-3707,N/A
Review of Quantitative Finance and Accounting,2.1,2.2,Q2,"BUSINESS, FINANCE|Q2|107/231",0924-865X,1573-7179
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,2.1,2.1,Q3,RHEUMATOLOGY|Q3|29/57,0300-9742,1502-7732
Applications in Engineering Science,2.1,2.3,Q2,MECHANICS|Q2|81/170,2666-4968,2666-4968
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,2.1,2.4,Q2,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q2|78/204",1084-9785,1557-8852
Geosciences,2.1,2.5,Q3,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|112/253",N/A,2076-3263
JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME,2.1,2.2,Q2,"ENGINEERING, MECHANICAL|Q3|123/180",0742-4795,1528-8919
JOURNAL OF INTENSIVE CARE MEDICINE,2.1,2.5,Q3,CRITICAL CARE MEDICINE|Q2|17/54,0885-0666,1525-1489
MEDICINA CLINICA,2.1,2.3,Q2,"MEDICINE, GENERAL & INTERNAL|Q1|70/325",0025-7753,1578-8989
MOLECULAR GENETICS AND GENOMICS,2.1,2.2,Q3,GENETICS & HEREDITY|Q3|108/191,1617-4615,1617-4623
ORYX,2.1,2.4,Q2,ECOLOGY|Q2|92/195,0030-6053,1365-3008
PRAMANA-JOURNAL OF PHYSICS,2.1,1.9,Q2,"PHYSICS, MULTIDISCIPLINARY|Q2|48/110",0304-4289,0973-7111
Pulmonary Medicine,2.1,2.8,Q3,RESPIRATORY SYSTEM|Q3|63/100,2090-1836,2090-1844
Toxicology Research,2.1,2.5,Q3,TOXICOLOGY|Q3|77/106,2045-452X,2045-4538
ACM Transactions on Autonomous and Adaptive Systems,2.1,2.1,Q2,"COMPUTER SCIENCE, THEORY & METHODS|Q2|56/143",1556-4665,1556-4703
Animal Reproduction,2.1,2.2,Q2,"AGRICULTURE, DAIRY & ANIMAL SCIENCE|Q2|34/80",1806-9614,1984-3143
Canadian Respiratory Journal,2.1,2.2,Q3,RESPIRATORY SYSTEM|Q3|59/100,1198-2241,1916-7245
Geriatrics,2.1,2.5,Q3,GERIATRICS & GERONTOLOGY|Q3|51/74,N/A,2308-3417
JOURNAL OF OFFSHORE MECHANICS AND ARCTIC ENGINEERING-TRANSACTIONS OF THE ASME,2.1,1.8,Q2,"ENGINEERING, OCEAN|Q3|13/18",0892-7219,1528-896X
Precision Radiation Oncology,2.1,N/A,Q2,,2398-7324,2398-7324
Research in Pharmaceutical Sciences,2.1,2.4,Q3,"CHEMISTRY, MEDICINAL|Q3|51/72",1735-5362,1735-9414
Cryptography,2.1,2.2,Q2,"COMPUTER SCIENCE, THEORY & METHODS|Q2|62/143",N/A,2410-387X
Ecohydrology,2.1,2.5,Q3,WATER RESOURCES|Q2|54/127,1936-0584,1936-0592
International Journal of Sports Science & Coaching,2.1,2.4,Q2,"PSYCHOLOGY, APPLIED|Q3|74/113",1747-9541,2048-397X
Journal of Medical Ultrasonics,2.1,1.9,Q2,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q3|109/204",1346-4523,1613-2254
WIRELESS NETWORKS,2.1,2.0,Q3,TELECOMMUNICATIONS|Q3|71/119,1022-0038,1572-8196
Beilstein Journal of Organic Chemistry,2.1,2.2,Q3,"CHEMISTRY, ORGANIC|Q2|21/58",1860-5397,1860-5397
COPD-Journal of Chronic Obstructive Pulmonary Disease,2.1,2.4,Q3,RESPIRATORY SYSTEM|Q3|56/100,1541-2555,1541-2563
IEEE JOURNAL OF QUANTUM ELECTRONICS,2.1,2.0,Q3,QUANTUM SCIENCE & TECHNOLOGY|Q3|18/26,0018-9197,1558-1713
Interactive Cardiovascular and Thoracic Surgery,2.1,1.8,Q2,SURGERY|Q2|144/290,1569-9293,1569-9285
INTERVENTIONAL NEURORADIOLOGY,2.1,2.0,Q2,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|Q3|124/204",1591-0199,2385-2011
JOURNAL OF CHEMOMETRICS,2.1,2.3,Q1,STATISTICS & PROBABILITY|Q1|30/168,0886-9383,1099-128X
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,2.1,2.0,Q3,IMMUNOLOGY|Q3|131/181,0301-0546,1578-1267
Cerebrovascular Diseases Extra,2.1,1.8,Q3,PERIPHERAL VASCULAR DISEASE|Q3|55/96,1664-5456,1664-5456
Clinical Obesity,2.1,2.5,Q3,ENDOCRINOLOGY & METABOLISM|Q3|127/186,1758-8103,1758-8111
Journal of Computational and Nonlinear Dynamics,2.1,1.7,Q2,MECHANICS|Q3|96/170,1555-1423,1555-1415
PETROLEUM GEOSCIENCE,2.1,2.0,Q3,"GEOSCIENCES, MULTIDISCIPLINARY|Q3|141/253",1354-0793,2041-496X
Rheumatology Advances in Practice,2.1,2.3,Q3,RHEUMATOLOGY|Q3|32/57,N/A,2514-1775
Atherosclerosis Plus,2.1,2.3,Q3,PERIPHERAL VASCULAR DISEASE|Q3|72/96,2667-0909,2667-0895
ENDOCRINE JOURNAL,2.1,2.2,Q3,ENDOCRINOLOGY & METABOLISM|Q4|155/186,0918-8959,1348-4540
ENVIRONMENTAL FLUID MECHANICS,2.1,2.3,Q2,WATER RESOURCES|Q3|83/127,1567-7419,1573-1510
EXPERIMENTAL HEMATOLOGY,2.1,2.4,Q3,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|101/189",0301-472X,1873-2399
Journal of Housing and the Built Environment,2.1,2.6,Q2,URBAN STUDIES|Q2|35/77,1566-4910,1573-7772
Journal of Marine Science and Application,2.1,2.1,Q2,"ENGINEERING, MARINE|Q2|10/25",1671-9433,1993-5048
Mine Water and the Environment,2.1,2.1,Q3,WATER RESOURCES|Q3|71/127,1025-9112,1616-1068
Nanoscale and Microscale Thermophysical Engineering,2.1,3.0,Q2,THERMODYNAMICS|Q2|28/76,1556-7265,1556-7273
Quaternary,2.1,2.3,Q3,"GEOSCIENCES, MULTIDISCIPLINARY|Q2|118/253",2571-550X,2571-550X
REVISTA ARGENTINA DE MICROBIOLOGIA,2.1,1.9,Q3,MICROBIOLOGY|Q4|135/161,0325-7541,1851-7617
SynOpen,2.1,1.9,Q3,"CHEMISTRY, ORGANIC|Q2|26/58",2509-9396,2509-9396
Turkish Journal of Pathology,2.1,1.3,Q2,PATHOLOGY|Q4|67/88,1018-5615,1309-5730
AEROBIOLOGIA,2.1,2.3,Q2,ENVIRONMENTAL SCIENCES|Q3|239/358,0393-5965,1573-3025
Current Vascular Pharmacology,2.1,3.9,Q3,PHARMACOLOGY & PHARMACY|Q2|158/354,1570-1611,1875-6212
Healthcare Informatics Research,2.1,2.8,Q3,MEDICAL INFORMATICS|Q3|31/44,2093-3681,2093-369X
International Journal of Cardiology Cardiovascular Risk and Prevention,2.1,2.2,Q3,PERIPHERAL VASCULAR DISEASE|Q3|57/96,2772-4875,2772-4875
JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY,2.1,2.4,Q2,HORTICULTURE|Q2|15/38,1462-0316,2380-4084
NATURAL RESOURCE MODELING,2.1,1.6,Q2,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|Q2|58/135",0890-8575,1939-7445
Paddy and Water Environment,2.1,2.0,Q2,AGRONOMY|Q2|44/125,1611-2490,1611-2504
Seminars in Pediatric Neurology,2.1,3.0,Q2,PEDIATRICS|Q1|46/186,1071-9091,1558-0776
Cardiovascular Diagnosis and Therapy,2.1,2.7,Q3,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|113/220,2223-3652,2223-3660
CYTOMETRY PART A,2.1,3.4,Q3,CELL BIOLOGY|Q3|148/205,1552-4922,1552-4930
HardwareX,2.1,2.4,Q3,"MATERIALS SCIENCE, MULTIDISCIPLINARY|Q3|292/438",N/A,2468-0672
INFORMS JOURNAL ON COMPUTING,2.1,2.7,Q2,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q2|42/106,1091-9856,1526-5528
INTERNATIONAL REGIONAL SCIENCE REVIEW,2.1,2.4,Q2,URBAN STUDIES|Q2|35/77,0160-0176,1552-6925
JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,2.1,2.1,Q2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q2|73/160,0961-0006,1741-6477
Journal of the International Association of Providers of AIDS Care,2.1,2.2,Q3,INFECTIOUS DISEASES|Q3|83/132,2325-9574,2325-9582
METEOROLOGY AND ATMOSPHERIC PHYSICS,2.1,2.0,Q3,METEOROLOGY & ATMOSPHERIC SCIENCES|Q3|77/110,0177-7971,1436-5065
PROTIST,2.1,2.2,Q3,MICROBIOLOGY|Q4|130/161,1434-4610,1618-0941
Sustainable Water Resources Management,2.1,2.2,Q3,WATER RESOURCES|Q3|71/127,2363-5037,2363-5045
Advances in Meteorology,2.1,2.4,Q3,METEOROLOGY & ATMOSPHERIC SCIENCES|Q3|74/110,1687-9309,1687-9317
CLAYS AND CLAY MINERALS,2.1,2.4,Q2,SOIL SCIENCE|Q3|30/49,0009-8604,1552-8367
Discovery Medicine,2.1,2.2,Q3,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|122/189",1539-6509,1944-7930
EVOLUTIONARY ECOLOGY,2.1,1.9,Q3,GENETICS & HEREDITY|Q3|130/191,0269-7653,1573-8477
Experimental Neurobiology,2.1,2.9,Q3,NEUROSCIENCES|Q4|242/310,1226-2560,2093-8144
JOURNAL OF MICROMECHANICS AND MICROENGINEERING,2.1,2.1,Q3,"PHYSICS, APPLIED|Q3|96/179",0960-1317,1361-6439
Journal of the Brazilian Society of Mechanical Sciences and Engineering,2.1,2.1,Q2,"ENGINEERING, MECHANICAL|Q3|99/180",1678-5878,1806-3691
ACTA NEUROLOGICA BELGICA,2.1,2.3,Q3,NEUROSCIENCES|Q3|228/310,0300-9009,2240-2993
Frontiers in Physics,2.1,2.5,Q2,"PHYSICS, MULTIDISCIPLINARY|Q2|48/110",2296-424X,2296-424X
Journal of Asian Ceramic Societies,2.1,2.7,Q2,"MATERIALS SCIENCE, CERAMICS|Q2|11/31",2187-0764,2187-0764
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,2.1,2.7,Q3,"PHYSICS, APPLIED|Q3|96/179",0734-2101,1520-8559
LETTERS IN APPLIED MICROBIOLOGY,2.1,2.4,Q3,MICROBIOLOGY|Q4|125/161,0266-8254,1472-765X
MECCANICA,2.1,2.2,Q3,MECHANICS|Q3|96/170,0025-6455,1572-9648
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,2.1,2.1,Q3,PHARMACOLOGY & PHARMACY|Q3|240/354,0939-5075,1865-7125
Algorithms,2.1,2.0,Q2,"COMPUTER SCIENCE, THEORY & METHODS|Q2|62/143",N/A,1999-4893
BJR Open,2.1,N/A,Q2,,N/A,2513-9878
DIGESTIVE DISEASES,2.1,2.4,Q3,GASTROENTEROLOGY & HEPATOLOGY|Q3|90/143,0257-2753,1421-9875
Endokrynologia Polska,2.1,2.0,Q3,ENDOCRINOLOGY & METABOLISM|Q3|134/186,0423-104X,N/A
Frontiers in Sustainable Cities,2.1,3.0,Q2,URBAN STUDIES|Q2|24/77,N/A,2624-9634
Genetics Research,2.1,2.0,Q3,GENETICS & HEREDITY|Q4|152/191,0016-6723,1469-5073
International Journal of Coal Preparation and Utilization,2.1,2.1,Q2,MINING & MINERAL PROCESSING|Q2|15/31,1939-2699,1939-2702
JOURNAL OF PERFORMANCE OF CONSTRUCTED FACILITIES,2.1,2.5,Q2,"ENGINEERING, CIVIL|Q2|73/181",0887-3828,1943-5509
Journal of the Australian Ceramic Society,2.1,2.0,Q2,"MATERIALS SCIENCE, CERAMICS|Q2|13/31",2510-1560,2510-1579
PARALLEL COMPUTING,2.1,1.5,Q2,"COMPUTER SCIENCE, THEORY & METHODS|Q2|57/143",0167-8191,1872-7336
Transportation in Developing Economies,2.1,2.1,Q3,TRANSPORTATION|Q4|46/57,2199-9287,2199-9295
Asia Pacific Allergy,2.1,1.9,Q3,ALLERGY|Q3|27/39,2233-8276,2233-8268
Biochemistry and Cell Biology,2.1,2.3,Q4,CELL BIOLOGY|Q4|158/205,0829-8211,1208-6002
Cuadernos de Gestion,2.1,1.4,Q3,MANAGEMENT|Q3|265/401,1131-6837,1988-2157
Expert Review of Hematology,2.1,2.3,Q3,HEMATOLOGY|Q2|48/97,1747-4086,1747-4094
JOURNAL OF ELECTROSTATICS,2.1,2.0,Q3,"ENGINEERING, ELECTRICAL & ELECTRONIC|Q3|211/352",0304-3886,1873-5738
NEW ASTRONOMY,2.1,1.8,Q3,ASTRONOMY & ASTROPHYSICS|Q2|42/84,1384-1076,1384-1092
Signal Image and Video Processing,2.1,2.0,Q3,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY|Q3|23/36,1863-1703,1863-1711
Biomarkers in Medicine,2.1,1.9,Q3,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|127/189",1752-0363,1752-0371
BIOTECHNOLOGY LETTERS,2.1,2.5,Q3,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|Q3|128/174,0141-5492,1573-6776
Cancer Genetics,2.1,1.8,Q3,ONCOLOGY|Q4|263/322,2210-7762,2210-7770
International Journal of Engine Research,2.1,2.2,Q2,TRANSPORTATION SCIENCE & TECHNOLOGY|Q3|38/72,1468-0874,2041-3149
Liver Research,2.1,N/A,Q3,GASTROENTEROLOGY & HEPATOLOGY|Q3|90/143,2096-2878,2542-5684
Brain-Computer Interfaces,2.1,1.7,Q3,NEUROSCIENCES|Q4|242/310,2326-263X,2326-2621
Future Science OA,2.1,2.5,Q3,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|105/189",2056-5623,2056-5623
HYPERTENSION IN PREGNANCY,2.1,1.9,Q2,PHYSIOLOGY|Q4|70/85,1064-1955,1525-6065
Journal of Transportation Engineering Part A-Systems,2.1,2.0,Q3,TRANSPORTATION SCIENCE & TECHNOLOGY|Q3|43/72,2473-2907,2473-2893
MEDICAL SCIENCE MONITOR,2.1,2.4,Q3,"MEDICINE, RESEARCH & EXPERIMENTAL|Q3|113/189",N/A,1643-3750
ARCHIVAL SCIENCE,2.1,2.1,Q2,INFORMATION SCIENCE & LIBRARY SCIENCE|Q2|73/160,1389-0166,1573-7500
AUSTRALIAN JOURNAL OF MANAGEMENT,2.1,4.6,Q3,MANAGEMENT|Q3|242/401,0312-8962,1327-2020
Buildings & Cities,2.1,3.1,Q2,,2632-6655,2632-6655
International Journal of Spray and Combustion Dynamics,2.1,2.1,Q2,THERMODYNAMICS|Q3|53/76,1756-8277,1756-8285
NAVAL RESEARCH LOGISTICS,2.1,2.5,Q2,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q3|54/106,0894-069X,1520-6750
Practice Periodical on Structural Design and Construction,2.1,1.9,Q3,"ENGINEERING, CIVIL|Q3|108/181",1084-0680,1943-5576
CANADIAN JOURNAL OF REMOTE SENSING,2.1,2.2,Q3,REMOTE SENSING|Q3|37/62,0703-8992,1712-7971
RAIRO-OPERATIONS RESEARCH,2.1,1.7,Q2,OPERATIONS RESEARCH & MANAGEMENT SCIENCE|Q3|60/106,0399-0559,2804-7303
Security and Privacy,2.1,2.1,Q3,TELECOMMUNICATIONS|Q3|88/119,2475-6725,2475-6725
Blue-Green Systems,2.1,3.9,Q3,WATER RESOURCES|Q3|64/127,N/A,2617-4782
Conservation & Society,2.1,2.3,Q3,ENVIRONMENTAL STUDIES|Q4|140/182,0972-4923,0975-3133
Expert Review of Cardiovascular Therapy,2.1,1.9,Q3,CARDIAC & CARDIOVASCULAR SYSTEMS|Q3|128/220,1477-9072,1744-8344
FOOD AND AGRICULTURAL IMMUNOLOGY,2.1,2.2,Q3,TOXICOLOGY|Q4|86/106,0954-0105,1465-3443
